Origem;Data_recebimento;Id_consumidor;Tipo_pessoa;Id_inad1;Id_inad2;Tipo_baixa;Contagem;Data_mov;Comando
0aa1883c6411f7873cb83dacb17b0afc;20210205;87271ac8c475009209ac73433bb3468d;F;352fe25daf686bdb4edca223c921acea;621461af90cadfdaf0e8d4cc25129f91;12;2;20160205.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20210109;87271ac8c475009209ac73433bb3468d;F;352fe25daf686bdb4edca223c921acea;621461af90cadfdaf0e8d4cc25129f91;12;2;20160205.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20210121;87271ac8c475009209ac73433bb3468d;F;3dd48ab31d016ffcbf3314df2b3cb9ce;39d4b545fb02556829aab1db805021c3;12;1;20160309.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20210106;87271ac8c475009209ac73433bb3468d;F;352fe25daf686bdb4edca223c921acea;621461af90cadfdaf0e8d4cc25129f91;12;4;20160205.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20201230;87271ac8c475009209ac73433bb3468d;F;3dd48ab31d016ffcbf3314df2b3cb9ce;39d4b545fb02556829aab1db805021c3;12;1;20160309.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20210130;87271ac8c475009209ac73433bb3468d;F;352fe25daf686bdb4edca223c921acea;621461af90cadfdaf0e8d4cc25129f91;12;1;20160205.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20210119;87271ac8c475009209ac73433bb3468d;F;3dd48ab31d016ffcbf3314df2b3cb9ce;39d4b545fb02556829aab1db805021c3;12;1;20160309.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20210120;87271ac8c475009209ac73433bb3468d;F;352fe25daf686bdb4edca223c921acea;621461af90cadfdaf0e8d4cc25129f91;12;1;20160205.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20210123;87271ac8c475009209ac73433bb3468d;F;352fe25daf686bdb4edca223c921acea;621461af90cadfdaf0e8d4cc25129f91;12;1;20160205.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20210310;87271ac8c475009209ac73433bb3468d;F;3dd48ab31d016ffcbf3314df2b3cb9ce;39d4b545fb02556829aab1db805021c3;12;1;99999999.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20200128;87271ac8c475009209ac73433bb3468d;F;352fe25daf686bdb4edca223c921acea;621461af90cadfdaf0e8d4cc25129f91;12;16;20160205.0;10.0
0aa1883c6411f7873cb83dacb17b0afc;20210115;87271ac8c475009209ac73433bb3468d;F;3dd48ab31d016ffcbf3314df2b3cb9ce;39d4b545fb02556829aab1db805021c3;12;2;20160309.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20210122;87271ac8c475009209ac73433bb3468d;F;3dd48ab31d016ffcbf3314df2b3cb9ce;39d4b545fb02556829aab1db805021c3;12;1;20160309.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20210113;87271ac8c475009209ac73433bb3468d;F;352fe25daf686bdb4edca223c921acea;621461af90cadfdaf0e8d4cc25129f91;12;2;20160205.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20210129;87271ac8c475009209ac73433bb3468d;F;352fe25daf686bdb4edca223c921acea;621461af90cadfdaf0e8d4cc25129f91;12;1;20160205.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20210203;87271ac8c475009209ac73433bb3468d;F;352fe25daf686bdb4edca223c921acea;621461af90cadfdaf0e8d4cc25129f91;12;1;20160205.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20201231;87271ac8c475009209ac73433bb3468d;F;3dd48ab31d016ffcbf3314df2b3cb9ce;39d4b545fb02556829aab1db805021c3;12;1;20160309.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20210206;87271ac8c475009209ac73433bb3468d;F;352fe25daf686bdb4edca223c921acea;621461af90cadfdaf0e8d4cc25129f91;12;1;99999999.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20200320;a2ba4434d953d6015431d12b0e3583a6;F;c4ca4238a0b923820dcc509a6f75849b;b555f4a2901228cc826327079761e696;12;1;20150624.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20200128;a2ba4434d953d6015431d12b0e3583a6;F;c4ca4238a0b923820dcc509a6f75849b;b555f4a2901228cc826327079761e696;12;4;20150624.0;10.0
0aa1883c6411f7873cb83dacb17b0afc;20200414;a2ba4434d953d6015431d12b0e3583a6;F;c4ca4238a0b923820dcc509a6f75849b;b555f4a2901228cc826327079761e696;12;1;20150624.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20200613;a2ba4434d953d6015431d12b0e3583a6;F;c4ca4238a0b923820dcc509a6f75849b;b555f4a2901228cc826327079761e696;12;1;99999999.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20200303;a2ba4434d953d6015431d12b0e3583a6;F;c4ca4238a0b923820dcc509a6f75849b;b555f4a2901228cc826327079761e696;12;1;20150624.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20200806;fed758769656e6de4fb73ca838fd4edd;F;539fd53b59e3bb12d203f45a912eeaf2;2cd4e8a2ce081c3d7c32c3cde4312ef7;12;1;99999999.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20200128;fed758769656e6de4fb73ca838fd4edd;F;539fd53b59e3bb12d203f45a912eeaf2;2cd4e8a2ce081c3d7c32c3cde4312ef7;12;1;20150805.0;10.0
0aa1883c6411f7873cb83dacb17b0afc;20211015;3b87ee5fc053370c80589dad1382bf89;F;539fd53b59e3bb12d203f45a912eeaf2;f57a2f557b098c43f11ab969efe1504b;12;1;20170628.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20220118;3b87ee5fc053370c80589dad1382bf89;F;539fd53b59e3bb12d203f45a912eeaf2;f57a2f557b098c43f11ab969efe1504b;12;1;20170628.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20210924;3b87ee5fc053370c80589dad1382bf89;F;eccbc87e4b5ce2fe28308fd9f2a7baf3;bf8229696f7a3bb4700cfddef19fa23f;12;1;20170807.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20211123;3b87ee5fc053370c80589dad1382bf89;F;539fd53b59e3bb12d203f45a912eeaf2;f57a2f557b098c43f11ab969efe1504b;12;2;20170628.0;50.0
0aa1883c6411f7873cb83dacb17b0afc;20200128;3b87ee5fc053370c80589dad1382bf89;F;539fd53b59e3bb12d203f45a912eeaf2;f57a2f557b098c43f11ab969efe1504b;12;28;20170628.0;10.0
